ID,Name,ISO639P3code,Level,Parent_ID
cent2290,Central Trukic,,family,nucl1749
cent2291,Central-South Dagaric,,family,daga1276
cent2292,Central Bontoc,lbk,language,bont1247
cent2293,Central Kalenjin,,family,kale1246
cent2296,Central Cordilleran,,family,sout3211
cent2297,Central-Western Lalo,,family,core1258
cent2298,Central Northern Outlier Polynesian-East Polynesian,,family,solo1260
cent2299,Central Northern Outlier Polynesian,,family,cent2298
cent2301,Central East Baja Mazatec,,family,maza1308
cent2302,Central-Eastern Oromo,,family,nucl1736
cent2303,Central Oromo,,family,cent2302
cent2305,Central Nicobar,,family,nucl1758
cent2307,Central Sumbanese,,family,kamb1320
cent2308,Central Yapen,,family,cent2277
cent2309,Central Aru,,family,aruu1241
cent2310,Central Shona,,family,plat1259
cent2311,Central-Eastern West Himalayish,,family,east2777
cent2313,Central-Southern Mfumte,,family,mfum1239
cent2315,Central-Southeast Malakula,,family,east2753
cent2316,Central-Western Malakula,,family,west2871
cent2317,Central Iranian PBS,,family,iran1269
cent2318,Central Iranian PB,,family,cent2317
cent2321,Central Sabi,,family,malu1252
cent2326,Central Siberian Turkic,,family,comm1245
cent2329,Central Finnic,,family,neva1234
cent2330,Central Kuki-Chin,,family,kuki1246
cent2337,Central Alaya-Athima,,family,alay1234
cent2346,Central Tibetan,,family,late1253
cent2365,Central-Eastern Chinantec,,family,chin1484
cent2370,Central British Columbia Athabaskan,,family,atha1247
cent2371,Central Alaska-Yukon Athabaskan,,family,atha1247
cent2375,Central-Eastern Rote-Meto,,family,east2858
cent2382,Central-Eastern Malagasic,,family,nort3196
cent2385,Center-West Ring,,family,ring1243
cent2391,Central Sumatran Malay,,family,nucl1806
cent2394,Central Nasioi,,family,sout3363
cerm1238,Cerma,cme,language,kirm1250
chac1249,Cha'palaa,cbi,language,caya1244
chac1250,Chachapoyas Quechua,quk,language,sanm1306
chac1251,Chácobo,cao,language,boli1261
chad1240,Chadong,cdy,language,maon1240
chad1249,Chadian Arabic,shu,language,suda1235
chad1250,Chadic,,family,afro1255
chag1247,Chagatai,chg,language,uygh1241
chag1248,Kilimanjaro Bantu,,family,kili1269
chag1250,Chaga,,family,chag1248
chai1253,Chaima,ciy,language,coas1302
chak1266,Chakma,ccp,language,sout3182
chak1270,Chak,ckh,language,sakk1239
chak1271,Chakali,cli,language,chak1274
chak1272,Chakalic,,family,sisa1247
chak1273,Chakali-Tamprusi-Vagala,,family,chak1272
chak1274,Chakali-Tamprusi,,family,chak1273
chak1277,Chakpa-Kadu-Ganan,,family,sakk1239
chal1266,Chali-Bumthangic,,family,phob1238
chal1267,Chalikha,tgf,language,chal1266
chal1269,Chala,cll,language,delo1241
chal1275,Chaldean Neo-Aramaic,cld,language,nort3241
cham1307,Chambeali,cdh,language,cham1331
cham1309,Chamalal,cji,language,andi1254
cham1312,Chamorro,cha,language,mala1545
cham1313,Chambri,can,language,lowe1423
cham1314,Chama subgroup,,family,pano1257
cham1315,Chamacoco,ceg,language,zamu1243
cham1317,Chamicuro-Morike,,family,puru1269
cham1318,Chamicuro,ccc,language,cham1317
cham1327,Aceh-Chamic,,family,nort3170
cham1328,Cham,,family,coas1305
cham1330,Chamic,,family,cham1327
cham1331,Chamealic,,family,kang1292
chan1309,Changthang,cna,language,kenh1234
chan1310,Chantyal,chx,language,thak1244
chan1313,Chang Naga,nbc,language,kony1247
chan1319,Changriwa,cga,language,yuat1252
chap1271,Chapacuran,,family,
char1269,Chara,cra,language,omet1238
chat1268,Chatino,,family,zapo1436
chau1258,Chaura,crv,language,chow1240
chau1259,Chaudangsi,cdn,language,darm1241
chau1260,Chaurasiya,,family,west2424
chav1241,Chavacano,cbk,language,tern1253
chay1248,Shawi,cbt,language,cahu1265
chay1249,Chayuco Mixtec,mih,language,east2746
chaz1235,Chazumba Mixtec,xtb,language,nort3200
chec1244,Chechen-Ingush,,family,nakh1246
chec1245,Chechen,che,language,chec1244
chee1238,Che,ruk,language,ruku1240
chek1238,Cheke Holo,mrn,language,east2452
chen1255,Chenchu,cde,language,telu1265
chen1259,Chenapian,cjn,language,woga1248
chen1266,Western Algerian Berber,cnu,language,zena1250
chep1243,Chepya,ycp,language,akha1246
chep1244,Chepangic,,family,kham1285
chep1245,Chepang,cdm,language,chep1244
cher1271,Cherepon,cpn,language,guac1241
cher1273,Cherokee,chr,language,iroq1247
ches1238,Chesu,ych,language,unun9955
chew1245,Chewong,cwg,language,nort2682
chey1247,Cheyenne,chy,language,algo1257
chha1249,Chhattisgarhi,hne,language,east2726
chhi1245,Chintang,ctn,language,grea1285
chhu1238,Chhulung,cur,language,grea1285
chia1261,Chiapas Zoque,,family,zoqu1261
chia1262,Chiapanec,cip,language,mang1426
chib1249,Chibchan,,family,
chib1269,Chibcha-Duit,,family,sout3015
chib1270,Chibcha,chb,language,chib1269
chic1270,Chickasaw,cic,language,west2614
chic1271,Chicomuceltec,cob,language,huas1241
chic1272,Chichimeca-Jonaz,pei,language,otop1242
chic1273,Chicahuaxtla Triqui,trs,language,triq1251
chic1274,Chichicapan Zapotec,zpv,language,west2947
chig1238,Chiga,cgg,language,nkor1241
chig1239,Chigmecatitlán Mixtec,mii,language,nort3200
chil1275,Chilisso,clh,language,oute1238
chil1280,Chilcotin-Nicola,clc,language,cent2370
chil1282,Chiltepec Chinantec,csa,language,tlac1238
chim1300,Chimalapa Zoque,zoh,language,zoqu1261
chim1301,Chimariko,cid,language,
chim1302,Bolivar-North Chimborazo Highland Quichua,qug,language,ecua1248
chim1309,Chimila,cbg,language,nort3000
chim1310,Chimakum,xch,language,chim1311
chim1311,Chimakuan,,family,
chin1253,Chinese Pidgin English,cpi,language,engl1287
chin1272,Creolized Grand Ronde Chinook Jargon,chn,language,lowe1438
chin1286,Clatsop-Shoalwater Chinook,chh,language,lowe1438
chin1475,Chinali,cih,language,chin1493
chin1476,China Buriat,bxu,language,buri1258
chin1478,Chinbon Chin,cnb,language,choi1241
chin1483,Chincha Quechua,qxc,language,huan1255
chin1484,Chinantecan,,family,otop1241
chin1485,Chinantec Group III,,family,sout3333
chin1486,Chinantec Group I,,family,nort3349
chin1487,Chinantec Group II,,family,nort3349
chin1488,Chinantec Group V,,family,chin1484
chin1489,Chinantec Group IV,,family,sout3333
chin1490,Chinookan,,family,
chin1493,Chinali-Lahul Lohar,,family,unun9882
chip1241,Chippewa,ciw,language,cent2252
chip1261,Chipewyan,chp,language,nort3354
chip1262,Chipaya,cap,language,uruc1242
chiq1248,Lomeriano-Ignaciano Chiquitano,cax,language,chiq1253
chiq1249,Chiquián Ancash Quechua,qxa,language,apam1237
chiq1250,Chiquihuitlán Mazatec,maq,language,maza1308
chiq1253,Chiquitano,,family,
chir1283,Chiru,cdf,language,oldk1252
chir1286,Chiripá,nhd,language,para1319
chir1295,Chiriguanic,,family,tupi1283
chit1248,Chitimacha,ctm,language,
chit1274,Chitwania Tharu,the,language,east2316
chit1275,Chittagonian,ctg,language,sout3182
chit1278,Chitral,,family,indo1324
chit1279,Chitkuli Kinnauri,cik,language,kinn1250
choa1237,Choapan Zapotec,zpc,language,nort2987
choc1275,Chocangacakha,cgk,language,dzon1238
choc1276,Choctaw,cho,language,west2614
choc1278,Chocho-Popolocan,,family,ixca1247
choc1279,Chochotec,coz,language,choc1278
choc1280,Chocoan,,family,
choc1282,Choctaw-based pidgin,,family,pidg1258
choc1284,Chocoan (Unattested),,family,unat1236
chod1238,Chodri,cdi,language,bhil1254
choi1241,Choic,,family,sout3160
choi1242,Choiseul,,family,nort3225
chok1243,Chokri Naga,nri,language,anga1287
chok1244,Chokwe-Ngangela-Nyemba (K.20),,family,chok1246
chok1245,Chokwe,cjk,language,chok1247
chok1246,Chokwe-Lunda,,family,sout3233
chok1247,Chokwe-Lwena,,family,chok1244
chok1248,Chokobo-Lemoro-Sanga,,family,nort3215
chol1281,Chol-Chontal,,family,chol1287
chol1282,Chol,ctu,language,chol1281
chol1284,Cholón,cht,language,hibi1242
chol1286,Cholan-Tzeltalan,,family,west2865
chol1287,Cholan,,family,chol1286
chon1284,Chong of Chanthaburi,cog,language,west2394
chon1285,Choni,cda,language,east2771
chon1287,Chonyi-Dzihana-Kauma,coh,language,nort3232
chon1288,Chonan,,family,
chop1242,Chopi (S.60),,family,sout3180
chop1243,Chopi,cce,language,chop1242
chor1272,Chorti-Cholti,,family,chol1287
chor1273,Chortí,caa,language,chor1272
chor1274,Chorote,,family,mata1291
chot1239,Chothe,nct,language,oldk1252
chow1240,Chowra-Teressa,,family,nucl1758
chra1242,Chrau,crw,language,mnon1258
chru1238,Chru-Northern Cham,,family,high1280
chru1239,Chru,cje,language,chru1240
chru1240,Chruic,,family,chru1238
chua1248,Chuanqiandian,,family,grea1295
chua1249,Chuave-Nomane,,family,simb1258
chua1250,Chuave,cjv,language,chua1249
chug1251,Chug-Lish,,family,meyi1234
chug1252,Duhumbi,cvg,language,chug1251
chuj1249,Chujean,,family,kanj1261
chuj1250,Chuj,cac,language,chuj1249
chuk1270,Chukwa,cuw,language,kulu1252
chuk1271,Chukotko-Kamchatkan,,family,
chuk1272,Chukotian,,family,chuk1271
chuk1273,Chukchi,ckt,language,chuk1272
chuk1274,Chuka,cuh,language,nort3214
chul1246,Chulym Turkic,clw,language,sout2693
chum1261,Chumburung,ncu,language,chum1265
chum1262,Chumashan,,family,
chum1265,Chumbuli,,family,rive1262
chur1257,Church Slavic,chu,language,east2269
chur1258,Churahi,cdj,language,bhad1243
chut1246,East Chutic,,family,chut1252
chut1247,Chut,scb,language,chut1246
chut1252,Chutic,,family,viet1250
chuu1238,Chuukese,chk,language,mort1238
chuv1255,Chuvash,chv,language,bolg1249
chuv1256,Chuvantsy,xcv,language,koly1247
chuw1238,Chuwabu,chw,language,chuw1239
chuw1239,Chuwaboic,,family,maku1247
ciac1237,Cia-Cia,cia,language,buto1237
ciba1236,Cibak,ckl,language,bura1297
cici1237,Cicipu,awc,language,kamb1317
cigb1235,Ci Gbe,cib,language,fong1244
cimb1238,Cimbrian,cim,language,glob1242
cimb1239,Cimbebasia,,family,kune1234
cina1236,Cinamiguin Manobo,mkx,language,kina1254
cind1241,Yara,cdr,language,kamu1262
cine1238,Cineni,cie,language,gudu1253
cint1239,Cinta Larga,cin,language,gavi1248
circ1239,Circassian,,family,abkh1242
circ1240,Circum-Caribbean French,,family,macr1273
cisa1237,Cisalpine Gaulish,xcg,language,cisa1238
cisa1238,Cisalpine Celtic,,family,nucl1715
cish1238,Western-Kambari-Cishingini,asg,language,west2828
cita1245,Citak,txt,language,cita1246
cita1246,Citak Asmat,,family,asma1257
ciwo1236,Ciwogai,tgd,language,west2712
clal1241,Clallam,clm,language,stra1246
clas1249,Classical-Middle Armenian,xcl,language,arme1241
clas1250,Classical Nahuatl,nci,language,cent2258
clas1251,Classical Quechua,qwc,language,quec1384
clas1252,Classical Syriac,syc,language,east2680
clas1253,Classical Mandaic,myz,language,mand1468
clas1254,Classical Tibetan,xct,language,oldm1245
clas1255,Classical-Middle-Modern Sinitic,,family,sini1245
clas1257,Classical Indo-European,,family,indo1319
clel1238,C'lela,dri,language,clel1239
clel1239,Clela-Damakawa,,family,duka1247
coah1252,Coahuilteco,xcw,language,
coas1294,Coastal Kadazan,kzj,language,kada1292
coas1295,Coastal Konjo,kjc,language,konj1250
coas1297,Coastal Binanderean,,family,sout2934
coas1301,Coast Miwok,csi,language,west2633
coas1302,Cumana,,family,mapo1244
coas1305,Coastal Chamic,,family,cham1330
coas1311,Coastal Tsamosan,,family,tsam1241
coas1312,Coastal Tor,,family,tora1268
coas1313,Coastal Southwest Paman,,family,sout3141
coas1314,Coastal Chatino,,family,core1263
coas1315,Coastal Bikol,,family,biko1240
coas1316,Coast Mixtec,,family,mixt1427
coas1317,Coastal NEC Bantu,,family,nort3209
coas1318,Coastal Min,,family,minn1248
coas1319,Coastal Finnic,,family,finn1317
coas1320,Coastal Bandjalang,,family,band1339
coas1321,Coastal Lamalamic,,family,lama1273
coas1325,Coast Salish,,family,sali1255
coat1238,Coatlán Mixe,mco,language,lowl1263
coat1240,Coatepec Nahuatl,naz,language,nort3202
coat1241,Coatzospan Mixtec,miz,language,nort3199
coat1242,Coatlan-Loxicha Zapotec,,family,coat1245
coat1243,Coatlán Zapotec,zps,language,coat1242
coat1244,Coatecas Altas Zapotec,zca,language,macr1276
coat1245,Coatecano,,family,macr1276
coca1259,Cocama-Cocamilla,cod,language,omag1247
coch1271,Cochimi-Yuman,,family,
coch1272,Cochimi,coj,language,coch1271
coco1260,Cocos Islands Malay,coa,language,beta1260
coco1261,Cocopa,coc,language,delt1253
coco1262,Coconucan,,family,barb1265
coeu1236,Coeur d'Alene,crd,language,sout1559
cofa1242,Cofán,con,language,
cogu1240,Cogui,kog,language,arhu1241
coll1240,Col,liw,language,musi1243
colo1254,Colonia Tovar German,gct,language,nort3310
colo1256,Tsafiki,cof,language,caya1244
colo1257,Colombia-Ecuador Quechua,,family,quec1389
colo1258,Colombia-Oriente Quechua,,family,imba1241
colu1241,Columbia-Wenatchi,col,language,sout1559
coma1245,Comanche,com,language,cent2130
coma1246,Comaltepec Chinantec,cco,language,chin1488
come1251,Comecrudan,xcm,language,
comm1245,Common Turkic,,family,turk1311
comm1246,Common Delaware,del,family,dela1253
comm1248,Common Kaili,,family,kail1254
como1258,Como Karim,cfg,language,wurb1239
como1259,Comox,coo,language,cent2129
como1260,Comorian Bantu,,family,miji1240
comp1236,Compromise Middle Pama,,family,pama1251
conc1245,Conchucos,,family,huay1239
cond1242,Condamine-Upper Clarence Bandjalang,gih,language,inla1268
cong1236,Congo Swahili,swc,language,momb1256
cont1245,Continental Chonan,,family,chon1288
coon1239,Côông,cnc,language,phun1244
coos1248,Coosan,,family,
coos1249,Hanis,csz,language,coos1248
copa1236,Copainalá Zoque,zoc,language,chia1261
copa1237,Copala Triqui,trc,language,triq1251
copt1239,Coptic,cop,language,egyp1245
coqu1236,Coquille,coq,language,rogu1236
cora1259,Corachol,,family,cora1261
cora1260,Coran,,family,cora1259
cora1261,Corachol-Aztecan,,family,sout3136
cord1235,Cordillera Athabaskan,,family,nort3354
core1246,Core Muji,,family,thop1235
core1249,Core Siouan,,family,siou1252
core1251,Core Quichean,,family,grea1276
core1252,Core Chibchan,,family,chib1249
core1254,Core Mayan,,family,maya1287
core1255,Core Shona,,family,shon1250
core1258,Core Lalo,,family,grea1292
core1259,Narrow Core Zapotec,,family,nucl1765
core1260,Core Thura Yura,,family,thur1253
core1263,Core Chatino,,family,chat1268
core1264,Core Northern Je,,family,jese1235
cori1240,Cori,cry,language,hyam1246
corn1251,Cornish,cor,language,sout3176
coro1247,Corongo Ancash Quechua,qwa,language,huay1239
coro1248,Koropó,xxr,language,unun9898
corr1234,Corridor Bantu,,family,east2731
cors1241,Corsican,cos,language,cors1242
cors1242,Corsic,,family,sard1256
cost1250,Costanoan,,family,miwo1274
cota1241,Cotabato Manobo,mta,language,sara1347
coto1248,Cotoname,xcn,language,
cowl1242,Cowlitz,cow,language,inla1265
coyo1236,Coyotepec Popoloca,pbf,language,west2946
coyu1235,Coyutla Totonac,toc,language,lowl1244
cree1270,Creek,mus,language,musk1252
cree1271,Cree-Montagnais-Naskapi,,family,algo1257
cree1272,Cree,cre,family,cree1271
creo1235,Guyanese Creole English,gyn,language,barb1267
crim1256,Crimean Tatar-Urum,,family,west1472
crim1257,Crimean Tatar,crh,language,crim1259
crim1259,Crimeaic,,family,crim1256
croi1234,Croisilles,,family,mada1298
crom1234,Cromwell,,family,west2795
cros1244,Cross River Mbembe,mfn,language,mbem1251
crow1244,Crow,cro,language,miss1252
cruz1243,Cruzeño,crz,language,sout3132
cuaa1241,Cua,cua,language,bahn1264
cuba1236,Cuba,cbq,language,oler1234
cube1242,Cubeo,cub,language,cube1243
cube1243,Cubeo-Desano,,family,west2789
cuib1242,Cuiba,cui,language,guah1253
cuic1234,Cuicatec,,family,mixt1423
cuit1236,Cuitlatec,cuy,language,
culi1244,Culina,cul,language,madi1263
cuma1240,Cumanagoto,cuo,language,coas1302
cune1239,Cuneiform Luwian,xlu,language,luvi1235
cung1238,Chung,cug,language,cung1239
cung1239,Cung-Mbuk,,family,ncan1246
cunn1236,Cun,cuq,language,nucl1241
cuoi1242,Cuoi,,family,viet1250
cupa1239,Cupan,,family,cali1246
cupe1243,Cupeño,cup,language,cahu1263
curb1234,Cur-Bok-Cotier,,family,manj1250
curr1243,Curripaco,kpc,language,bani1259
cusc1235,Cuscan Quechua,,family,quec1389
cusc1236,Cusco Quechua,quz,language,cusc1235
cush1243,Cushitic,,family,afro1255
cutc1238,Cutchi-Swahili,ccl,language,momb1256
cuvo1236,Cuvok,cuv,language,mata1311
cuya1240,Cuyamecalco Mixtec,xtu,language,nort3199
cuyo1237,Cuyonon,cyo,language,kuya1251
cwib1235,Cwi Bwamu,bwy,language,nucl1742
cypr1248,Cypriot Arabic,acy,language,leva1239
czec1258,Czech,ces,language,czec1261
czec1260,Czech-Slovak,,family,west2792
czec1261,Czech-Lach,,family,czec1260
daai1235,Daai-Muun,,family,choi1241
daai1236,Daai Chin,dao,language,daai1235
daak1235,Da'a Kaili,kzf,language,comm1248
daan1235,Daantanai',lni,language,sout3364
daas1238,Daasanach,dsh,language,west2723
daat1234,Daats'iin,dtn,language,daat1235
daat1235,Daats'iin-Southern Gumuz,,family,gumu1250
daba1260,Dabarre,dbr,language,daba1261
daba1261,Dabarre-Tunni,,family,east2653
daba1262,Daba-Mazagway-Kola,,family,bium1274
dabe1239,Dabe,dbe,language,coas1312
daci1234,Dacian,xdc,language,uncl1527
dadi1249,Dadiya,dbd,language,nucl1371
dadi1250,Dadibi,mps,language,tebe1251
daga1272,Dagaari Dioula,dgd,language,sout3209
daga1274,Dagan,,family,
daga1275,Daga,dgz,language,daga1274
daga1276,Dagaaric,,family,safa1246
dagb1246,Dagbani,dag,language,mamp1246
dagb1248,Dagba,dgk,language,sido1234
dagh1238,Daghestanian,,family,nakh1245
dagi1241,Dagik,dec,language,ngil1241
dago1245,Dagoman,dgn,language,yang1287
daha1245,Dahalo,dal,language,east2699
daha1247,Dahalik,dlk,language,tigr1277
daho1238,Daho-Doo,das,language,guer1244
daic1237,Daic,,family,daic1238
daic1238,Daic-Beic,,family,kamt1241
daii1240,Dai,dij,language,nort2859
dair1239,Dair,drb,language,east2715
daiz1235,Dai Zhuang,zhd,language,wenm1239
daju1249,Dajuic,,family,
daka1243,Dakaka,bpa,language,port1293
dakk1238,Dakka,dkk,language,pitu1237
dako1256,Dakoid,,family,nort3168
dako1257,Dakotan,,family,miss1254
dako1258,Dakota,dak,language,siou1253
dakp1241,Dakpa-Dzala,,family,main1269
dakp1242,Dakpakha,dka,language,dakp1241
dale1238,Dalecarlian,qer,language,east2780
dall1240,Dallman,,family,crom1234
dalm1243,Dalmatian,dlm,language,dalm1244
dalm1244,Dalmatian Romance,,family,ital1286
dalo1238,Daloa Bété,bev,language,west2489
dama1266,Dama-Galke,,family,nort2773
dama1267,Dama (Cameroon),dmm,language,dama1266
dama1268,Damakawa,dam,language,clel1239
dama1272,Damal,uhn,language,
dama1278,Daman-Diu Portuguese,idb,language,nort3243
damb1246,Dambi,dac,language,damb1252
damb1252,Dambi-Kumaru,,family,mume1239
dame1241,Dameli,dml,language,kuna1264
damp1237,Dampelas,dms,language,sout2925
dana1252,Danau,dnu,language,pala1352
dana1253,Danaw,,family,grea1284
dana1254,Danaru,dnr,language,urig1241
dana1255,Dana-Opo,,family,opuu1238
dand1238,Dandami Maria,daq,language,hill1257
dang1260,Dangaura Tharu,thl,language,dang1277
dang1274,Dangaleat,daa,language,dang1276
dang1275,Dangla-Mabire-Birgit,,family,east2709
dang1276,Dangla,,family,dang1275
dang1277,Dangaura-Khuna-Sonaha,,family,east2316
dani1285,Danish,dan,language,sout3248
dani1287,Dani,,family,nucl1709
dann1241,Dan,daf,language,dant1235
dano1240,Dano,aso,language,gahu1246
dant1235,Dan-Toura,,family,guro1246
daon1243,Daonda,dnd,language,nucl1773
daoo1238,Dao,daz,language,auye1239
dara1250,Darai,dry,language,kusw1234
dard1243,Dar Daju Daju,djc,language,west2501
darf1239,Dar Fur Daju,daj,language,nyal1252
darg1241,North-Central Dargwa,dar,language,darg1242
darg1242,Dargwic,,family,dagh1238
dari1249,Dari,prs,language,east2745
darl1242,Darlong,dln,language,cent2005
darl1243,Paakantyi,drl,language,yarl1237
darm1241,Darma-Byangsi-Chaudangsi,,family,pith1234
darm1242,Darma-Byangsi,,family,darm1241
darm1243,Darma,drd,language,darm1242
daro1239,Daro-Matu Melanau,dro,language,mela1255
dars1235,Dar Sila Daju,dau,language,west2501
dass1243,Dass,dot,language,sout3170
data1234,Datagnon-Santa Teresa-Semirara,,family,kuya1251
dato1239,Barabayiiga-Gisamjanga,tcc,language,nort3277
daur1238,Dagur,dta,language,mong1329
dava1245,Davawenyo,daw,language,mans1261
dawa1242,Dawawa,dww,language,kaka1266
dawe1237,Dawera-Daweloor,ddw,language,nort2859
dawr1235,Dawro-Gofa-Gamo,,family,cent2046
dawr1236,Dawro,dwr,language,dawr1235
daww1239,Dâw,kwa,language,east2549
dayi1244,Dayi,dax,language,sout3149
dayy1236,Day,dai,language,buak1234
daza1242,Dazaga,dzg,language,tebu1238
daza1244,Daza,dzd,language,afro1259
